title,type,genre,release_year,duration,rating,country,date_added
Broken Night 23,TV Show,Sci-Fi,2012.0,4 Seasons,,Egypt,2017-05-15
Last Legend 24,Movie,MYSTERY,1986.0,92 min,6.8,   ,2024-07-10
Revenge 25,TV Show,Fantasy,2020.0,10 Seasons,6.5,Spain,
Return 26,Movie,  Drama,2004.0,120 min,9.2,  Netherlands  ,2025-09-04
Awakening 27,Movie,,1988.0,123 min,,SOUTH KOREA,2017-12-01
Adventures 28,Movie,Drama,2021.0,160 min,6.3,Colombia,2018-10-09
Dream 29,Movie,History,1820,166 min,0.0,Italy,2017-05-14
Lost Journey 30,TV Show,,2017.0,6 Seasons,0.0,,Invalid Date
,Movie,Horror,2006.0,94 min,3.7,Australia  ,2025-09-10
Day 32,TV Show,Horror,2023.0,10 Seasons,0.0,India,2018-05-07
   ,Movie,,1989.0,192 min,   ,Germany,2017-01-20
,Movie,Crime,2005.0,128 min,,Egypt,2022-03-08
Midnight Chronicles 35,Movie,Crime,2006.0,196 min,5.0,Poland,2016-03-27
Mystery 36,TV Show,Mystery,2001.0,3 Seasons,,   ,2015-03-19
Secret Mystery 37,Movie,,2025.0,   ,,  UK  ,2019-03-12
Love 38,TV Show,Comedy,1999.0,1 Season,,  Netherlands,2019-02-21
Silent Journey 39,Movie,Action,2005.0,167 min,4.7,Mexico,2021-01-27
Hidden Story 40,TV Show,documentary,,6 Seasons,11.804538984049287,UK,2022-10-25
Dark Journey 41,Movie,FAMILY,2015.0,117 min,8.8,  Argentina  ,2024-12-02
Final Adventures 42,Movie,  War,2008.0,126 min,   ,Thailand,2025-12-01
  First Dream 43  ,Movie,,1992.0,153 min,3.8,Colombia,2021-09-25
,Movie,History,1986.0,97min,6.7,,2024-09-22
Broken Awakening 45,Movie,Music,   ,181 min,5.3,Poland,20/03/2016
Lost Day 46,Movie,  crime  ,2022.0,,,,2015-10-18
Wild Code 47,Movie,Adventure,2023.0,69 min,,Spain,2021-11-08
,Movie,,,-2 min,,,2020-12-19
Midnight Fall 49,Movie,History,2023.0,,,Brazil,2017-08-15
The Secret 50,MOVIE,,,118 min,5.4,,2016-05-16
Blood Beginning 51,Movie,Thriller,1980.0,103 min,6.9,,2015-06-28
Final Secret 52,TV Show,Animation,2021.0,2 Seasons,,,2025-02-05
Love 53,TV Show,Documentary,   ,7 Seasons,8.8,South Korea,2025-07-06
Return 54,Movie,Mystery  ,2012.0,136 min,7.5,,26/10/2024
Blood Adventures 55,TV Show,   ,2005.0,5 Seasons,7.9,     ,2017-07-20
First Soul 56,TV Show,   ,2022.0,1 Season,4.2,UK,2015-08-09
Broken Story 57,Movie,Comedy  ,1982.0,70 min,,Italy,2023-05-21
   ,Movie,Comedy,   ,136 min,,India,2022-09-07
Dark Beginning 59,TV Show,comedy,2014.0,10 Seasons,7.8,,2019-01-01
Return 60,Movie,Music,,121 min,4.3,  Brazil  ,2016-09-02
Secret Truth 61,TV Show,Thriller,2024.0,3 Seasons,7.0,NETHERLANDS,2023-10-05
Soul 62,TV Show,action,1995.0,5 Seasons,-1.7711349907036316,Sweden,2020-01-28
  Hidden Secret 63,Movie,History,2021.0,104 min,6.1,Argentina,2015-03-25
,Movie,Comedy,2014.0,187 min,4.2,,2017-04-09
   ,Movie,Animation,1993.0,85min,7.6,Egypt,2017-10-30
Soul 66,Movie,Documentary,2012.0,199 min,8.0,Norway,2017-11-13
,Movie,fantasy,1988.0,,0.0,   ,2023-03-11
Lost Tales 68,Movie,,1998.0,194 min,,Japan,2015-10-14
Lost Day 69,movie,Sci-Fi,   ,,8.2,Netherlands,2022
  Game 70  ,Movie,History,,113 min,4.8,Norway,2022-02-26
Blood Day 71,Movie,Crime,1990.0,100 min,4.1,Germany,2018-01-26
   ,Movie,,2005.0,101 min,9.0,,2018-06-08
Life 73,Movie,Thriller,2005.0,60 min,8.1,,   
Lost Code 74,Movie,Sci-fi,1993.0,198 min,5.3,Sweden,2015-08-21
The Truth 75,Movie,Music  ,1995.0,,7.9,Mexico,2022-12-10
Final Story 76,TV Show,Adventure,2018.0,10 Seasons,3.7,,2030-05-15
Blood Revenge 77,Movie,Thriller,   ,61 min,8.3,,2017-05-11
Dark Legend 78,Movie,Family,1988.0,   ,5.8,Poland,2020-09-21
Day 79,TV Show,  Music  ,1992.0,9 Seasons,,  Turkey  ,2022-11-22
Midnight Mystery 80,Movie,Music,2018.0,160 min,,South Africa,2015-01-30
Death 81,TV Show,Horror,1980.0,10 Seasons,6.0,Poland,2020-07-27
Lost Secret 82,Movie,Music,2018.0,150 min,,Spain,2025-01-20
Broken Secret 83,TV Show,Action,1981.0,5 Seasons,,,2025-12-22
Lost Beginning 84,TV Show,Animation,2002.0,4 Seasons,3.6,Uk,2024-12-04
Adventures 85,Movie,,2013.0,77 min,9.1,,2018-12-24
Secret Beginning 86,Movie,Horror,1980.0,157 min,   ,Japan,2019-01-10
Midnight Revenge 87,TV SHOW,Music,2020.0,7 Seasons,9.3,,2025-02-03
Shadow Love 88,TV Show,Drama,,3 Seasons,,Brazil,2018-01-24
Perfect Heart 89,TV Show,Drama,   ,9 Seasons,4.5,ITALY,2025-10-07
Hidden Heart 90,Movie,War,1984.0,122 min,,South Korea,2023-04-17
Shadow War 91,TV Show,History,2018.0,2 Seasons,3.6,Spain,2023-09-23
Death 92,Movie,FAMILY,2011.0,87 min,6.0,France,2015-05-28
  Soul 93,movie,Music,1989.0,95 min,6.1,South Korea,2018-09-24
Broken Night 94,Movie,family,2001.0,63min,4.9,Thailand,2023-07-22
Final Code 95,Movie,   ,2003.0,82 min,4.9,Italy,   
Midnight Tales 96,TV Show,   ,2014.0,10 Seasons,7.5,,2023-09-27
  Wild Story 97  ,Movie,Mystery,2010.0,   ,5.4,,2023-07-03
,Movie,Comedy,2023.0,145 min,4.1,,05/09/2025
The Mission 99,TV SHOW,Sci-Fi,2000.0,9 Seasons,5.5,USA,Invalid Date
End,TV Show,Mystery,   ,4 Seasons,6.5,spain,2019-01-22
Dark Code 1,Movie,Fantasy,2006.0,185 min,,  Germany,2022-07-02
The Lies 2,Movie,  Family  ,2012.0,121 min,9.4,USA,2022-01-14
Final Legend 3,Movie,Romance,1995.0,115 min,7.7,   ,2018-07-27
Mission 4,Movie,History,1984.0,161 min,4.2,Australia,2023
Hidden Code 5,Movie,,2003.0,81 min,12.450267964010775,Colombia,2019-03-18
Final Journey 6,Movie,Adventure,   ,89 min,9.4,Netherlands,
Final Rise 7,Movie,Action,2006.0,111 min,7.3,Germany,2018-05-31
   ,TV Show,Action,1993.0,6 Seasons,7.1,,2017-12-22
Final Tales 9,Movie,   ,1989.0,   ,4.8,Germany,2018-07-19
Shadow Beginning 10,Movie,,1995.0,184 min,13.387687838969828,Norway,2016-08-12
Revenge 11,Movie,  Documentary,2008.0,101 min,3.9,Canada,2019-06-30
Journey 12,Movie,Thriller,1994.0,84 min,8.1,Australia,2018-03-14
Blood Love 13,Movie,Action,2001.0,179 min,,Germany,2019-05-23
Legend 14,Movie,Comedy,2022.0,190 min,8.3,,2019-02-04
Deadly War 15,Movie,Horror,1985.0,64 min,4.8,Denmark,2015-04-10
Broken Legend 16,Movie,Mystery,2006.0,101 min,,South Africa,2020-04-29
,Movie,Comedy,2008.0,159 min,4.7,   ,2016-11-05
Hidden Night 18,Movie,Music,2024.0,90 min,-1.2402333212841437,Poland,2023-06-30
Silent Justice 19,TV Show,War,2007.0,5 Seasons,8.7,,Invalid Date
First Awakening 20,Movie,mystery,,136 min,6.1,,2017-04-27
,Movie,Mystery,2012.0,120 min,,,2016-01-09
Hidden War 22,Movie,Thriller,1989.0,74 min,9.2,,2024-02-09
   ,TV Show,  Sci-Fi  ,1990.0,8 Seasons,3.9,Japan,2022-07-01
Last Return 24,TV Show,,,5 Seasons,6.6,,2017-10-19
Wild Mission 25,Movie,Thriller,2009.0,156 min,   ,Egypt,2024-10-26
Day 26,TV Show,Mystery,1993.0,3 Seasons,6.5,Colombia,2018-01-21
Day 27,Movie,Animation,1995.0,193 min,5.3,  Italy,2016-03-17
   ,TV Show,Fantasy,1986.0,5 Seasons,3.9,South Korea,2021-11-13
Dark Truth 29,Movie,,1983.0,65 min,5.0,France,07/02/2016
Hidden Night 30,Movie,,1995.0,125 min,3.6,Poland,2022-05-08
Lost Tales 31,movie,History,2014.0,94 min,4.2,Norway,2019-11-18
Silent Secret 32,Movie,Documentary,1988.0,,5.0,Germany,   
Blood Lies 33,Movie,Fantasy,2015.0,153 min,5.3,Brazil,2025-12-27
   ,Movie,Romance,1988.0,157 min,5.8,Italy,2021-04-21
   ,Movie,Action,2011.0,,8.9,,2020-10-09
   ,Movie,Music,2025.0,196 min,6.9,Poland,2018-05-05
Revenge 37,Movie,Drama,,142 min,8.9,   ,2018-01-27
Journey 38,TV Show,History,2023.0,,,Argentina,2021-01-12
Broken Story 39,TV Show,Fantasy,1998.0,6 Seasons,5.5,USA,2017-06-20
   ,TV Show,Comedy,2022.0,5 Seasons,13.813228374511345,,2019-03-01
Deadly Fall 41,TV Show,,1983.0,   ,3.9,Sweden,2024-08-25
War 42,TV Show,War,2010.0,7 Seasons,9.0,,2025-08-29
   ,Movie,  Adventure  ,1992.0,127 min,5.2,Brazil,2020-06-25
Midnight Truth 44,Movie,Romance,2025.0,,8.2,Netherlands,2023-06-23
   ,Movie,Music,1989.0,128 min,6.3,,   
Dark Fall 46,Movie,Horror,1999.0,120 min,,Brazil,2017-06-20
Beginning 47,TV SHOW,,1985.0,2Seasons,,,2025-13-45
Final Return 48,Movie,Fantasy,2023.0,159 min,5.5,norway,2015-09-27
Adventures 49,TV Show,  Adventure,,4 Seasons,3.7,South Africa,2018-05-10
Perfect Mystery 50,Movie,,2014.0,130 min,6.6,Italy,2021-03-16
Blood Dream 51,TV Show,War,1994.0,10 Seasons,4.9,,2023-08-11
   ,Movie,Sci-Fi,2008.0,-25 min,5.6,Denmark,2024-04-27
Midnight Beginning 53,Movie,,1987.0,,   ,,2024-01-18
Secret Chronicles 54,TV Show,Adventure,1988.0,   ,8.8,Spain,2030-05-15
Deadly Code 55,Movie,   ,2008.0,89 min,8.7,Denmark,2020-11-22
Day 56,Movie,Adventure,2002.0,183 min,9.1,,2016-02-06
Blood End 57,Movie,  Comedy,1991.0,,7.0,Colombia,2015-07-27
Forgotten Truth 58,movie,   ,2007.0,158 min,7.1,Thailand,2025-10-27
Hidden Game 59,MOVIE,Family,2023.0,131 min,6.4,BRAZIL,2025-13-45
  Wild Night 60,Movie,,,96 min,   ,Norway  ,   
Dream 61,Movie,,2014.0,179 min,9.0,sweden,2019-07-02
Story 62,Movie,History,2008.0,128 min,3.7,UK,2016-06-14
Justice 63,Movie,War,1997.0,69 min,5.1,,2017-08-15
Midnight Fall 64,TV Show,,1872.0,3 Seasons,3.8,Turkey,2025-07-11
Love 65,TV Show,Music,,10 hrs,,Argentina,2022-03-07
  Blood Death 66  ,Movie,Animation,1989.0,,8.6,,2017-07-31
Shadow Secret 67,Movie,THRILLER,1986.0,159 min,,   ,2017-05-01
Wild Tales 68,MOVIE,   ,1981.0,124 min,8.8,Argentina,2016-08-03
Story 69,TV Show,History,1997.0,5 Seasons,8.7,,2021-12-08
Forgotten Adventures 70,TV Show,Sci-Fi,,9 Seasons,,,
Hidden Legend 71,TV Show,  Drama  ,2014.0,,   ,Netherlands,2019-07-31
War 72,Movie,,2017.0,130 min,6.8,SPAIN,2015-12-06
Blood Justice 73,Movie,Music,1989.0,129 min,5.7,Egypt,2021-08-27
The Truth 74,Movie,Romance,1999.0,150 min,7.2,Netherlands,2023-04-23
Dream 75,Movie,Animation,,167 min,7.1,Denmark,2017-09-24
Death 76,Movie,   ,1992.0,80 min,3.7,Canada,2013
Shadow Story 77,Movie,Romance,2003.0,,5.9,South Korea,2015-03-25
  Wild Lies 78  ,TV Show,Adventure,2021.0,4 Seasons,6.2,UK,2015-02-06
First Story 79,Movie,Action,2025.0,155 min,8.8,France,2016-06-23
First Rise 80,TV Show,Mystery,1990.0,4 Seasons,,   ,2015-06-24
Forgotten End 81,Movie,Music,1999.0,,4.9,South Africa,2019-12-31
  Midnight Awakening 82  ,TV Show,Documentary,1995.0,1 Season,,,2021-11-15
Blood Game 83,TV Show,Romance,2014.0,8 Seasons,6.0,India,2015-02-05
Lost Return 84,TV Show,Fantasy,1992.0,10 Seasons,,Japan,2019-05-08
   ,TV Show,War  ,2025.0,7 Seasons,3.7,  UK,
A Death 86,TV Show,,1988.0,,9.5,Egypt,2018-04-16
Perfect Legend 87,Movie,fantasy,2010.0,81 min,4.3,  India,2019-12-31
Heart 88,Movie,sci-fi,,117 min,7.3,  Mexico,   
Last Beginning 89,TV Show,Horror,1993.0,3 Seasons,,,2024-07-10
Perfect Journey 90,TV Show,Action,2022.0,3 Seasons,   ,,2021-10-10
   ,TV Show,Thriller,1865.0,4 Seasons,5.3,Japan,
Wild Game 92,Movie,Crime,   ,   ,6.1,,2018-07-28
Shadow Day 93,Movie,Animation,2011.0,107 min,4.9,  Brazil,   
Midnight Return 94,TV Show,Sci-Fi,1980.0,8 Seasons,4.0,Poland,   
The Revenge 95,TV Show,  fantasy  ,1995.0,8 Seasons,7.2,France,   
A Awakening 96,Movie,Adventure,1990.0,60 min,8.8,  Colombia,2015-04-06
Deadly Mission 97,Movie,Crime,2008.0,124 min,,Germany,2023-04-09
Chronicles 98,Movie,Action  ,1981.0,   ,,JAPAN,2021-02-06
Silent Love 99,Movie,  Drama,1995.0,60 min,3.7,France,2023-05-15
Soul,Movie,Family,1995.0,,6.4,,2024-11-16
Story 1,Movie,Drama,2006.0,122 min,7.9,Poland,2022-08-29
Wild Justice 2,TV Show,Mystery,2015.0,10 Seasons,4.4,Japan,2016-02-09
Beginning 3,Movie,Family,2012.0,138 min,8.1,  Thailand,2023-04-23
Last Return 4,Movie,Music,,100 min,6.4,Australia,2025-09-14
Last Journey 5,TV Show,Documentary,1990.0,   ,8.1,,2025-01-29
The Revenge 6,TV Show,  Thriller  ,1986.0,7 Seasons,,Argentina  ,2020-04-28
  Silent Truth 7  ,TV Show,Family,2017.0,5 Seasons,4.7,,2017-12-18
Wild Rise 8,Movie,War,2017.0,157 min,   ,Usa,2018-06-03
Last Code 9,TV Show,Family,2004.0,5 Seasons,6.4,Norway  ,2015-10-17
Game 10,Movie,Crime,1987.0,122 min,9.5,Italy,2023-03-20
Chronicles 11,TV Show,Romance,2007.0,,9.4,,   
Wild Awakening 12,Movie,Music,1985.0,96 min,6.2,Spain,2020-03-25
Forgotten Lies 13,Movie,Animation,2019.0,186 min,4.9,Argentina  ,2015-06-20
Perfect Dream 14,Movie,,2008.0,124 min,7.7,THAILAND,
  The Soul 15  ,Movie,Fantasy,1982.0,153 min,4.7,Sweden,2020-03-26
Dark Tales 16,TV Show,History,2015.0,10 Seasons,5.2,Spain,2016-10-04
Broken Story 17,Movie,Crime,1985.0,67 min,6.7,,2023-01-27
Final Awakening 18,Movie,Romance,1980.0,125 min,9.2,,2017-09-14
Hidden Justice 19,Movie,Comedy,1994.0,200 min,3.7,Egypt,2024-12-29
Broken Legend 20,Movie,Adventure,2008.0,116 min,7.5,Poland,2015-04-07
A Secret 21,TV Show,Fantasy,,4 Seasons,8.7,Egypt,2025-07-08
First Code 22,TV SHOW,  Mystery  ,1991.0,3 Seasons,7.9,Denmark,2023-01-18
,TV Show,War,1985.0,8 Seasons,,,
Silent Love 24,Movie,Comedy,2016.0,,   ,Spain,2024-01-26
Story 25,Movie,War,1986.0,160 min,8.2,Italy,2021-09-08
War 26,Movie,   ,2019.0,,,,2018-04-23
Blood Journey 27,Movie,History,2021.0,122 min,-1.5484638095788195,USA,2019-07-09
,Movie,romance,2041,159 min,   ,,2019-07-20
Adventures 29,TV Show,Documentary,2018.0,,4.4,Turkey,2019-11-25
Final Awakening 30,Movie,Romance,2025.0,186 min,8.9,Poland,2016-10-02
A Awakening 31,Movie,Action,1983.0,173 min,7.4,,2021-12-15
Fall 32,Movie,Music,1989.0,157 min,8.8,,2020-10-03
Lost Beginning 33,Movie,war,1992.0,   ,4.5,Denmark,2015-10-25
Fall 34,TV Show,History,1986.0,6 Seasons,7.0,Japan  ,2021-08-02
Silent Game 35,Movie,,2014.0,193 min,3.6,  Japan,2024-05-05
Last Return 36,Movie,  fantasy,1984.0,64 min,4.1,France,2021-08-29
  Revenge 37,Movie,History,1997.0,190 min,   ,France,2030-05-15
Awakening 38,TV Show,  Documentary,,5 Seasons,,,2030-05-15
Deadly Justice 39,TV Show,Comedy,2017.0,5 Seasons,8.3,  UK,2020-10-26
The End 40,TV Show,Romance,1987.0,10 Seasons,6.8,India,2017-02-13
Death 41,Movie,Animation,2018.0,101 min,8.9,Denmark,2018-11-17
Wild Revenge 42,Movie,History,,85 min,,France,2020-09-19
Shadow Mission 43,Movie,Family,2021.0,159 min,8.7,  India  ,2022-03-06
War 44,TV Show,Action,,2 season,5.2,USA,2023-08-17
,TV Show,War,1985.0,2 Seasons,7.2,,2030-05-15
Mystery 46,TV Show,War,1997.0,1 Season,8.1,,2017-02-23
Blood Game 47,Movie,,2017.0,137 min,6.7,Colombia,2018-02-02
,TV Show,  War,1989.0,9 Seasons,5.5,Poland,2022-02-09
First Revenge 49,Movie,Horror,1988.0,75 min,4.6,Poland,2016-01-16
  Love 50,TV Show,Horror,2019.0,9 Seasons,,France,2025-11-06
Mission 51,Movie,Romance,1991.0,81 min,4.7,Thailand,2020-04-07
Wild Mission 52,Movie,Mystery,   ,199 min,8.4,Mexico,2019-11-09
  Lost Adventures 53  ,movie,Documentary,2000.0,,4.3,,2023-07-17
Life 54,Movie,History,2000.0,78 min,9.4,Uk,2018-11-07
Rise 55,Movie,Animation,2006.0,176 min,5.5,France,2015-09-12
Lost Journey 56,TV Show,fantasy,1842,5 Seasons,8.2,South africa,2017-10-02
Mystery 57,Movie,,1991.0,186 min,4.4,South Africa,2019-10-28
Deadly Tales 58,Movie,,2008.0,148 min,7.8,,
First Revenge 59,Movie,Family,2005.0,162 min,7.6,,2016-11-10
   ,Movie,Horror,2005.0,61 min,5.8,Poland,2021-09-23
Deadly Dream 61,TV Show,Documentary,2007.0,6 Seasons,3.7,Italy,2015-11-25
Hidden Secret 62,Movie,History,1993.0,66 min,6.0,USA,2021-10-07
Dark Beginning 63,Movie,,2024.0,119 min,,Spain,2017-06-01
Secret 64,TV Show,Adventure,2004.0,9 Seasons,3.8,,2015-03-29
Blood Life 65,tv show,Fantasy,2018.0,,5.1,Argentina,   
Forgotten Soul 66,Movie,Adventure,1987.0,199 min,9.4,Egypt,2022-07-25
First War 67  ,TV Show,Family,1994.0,7 Seasons,9.0,Netherlands,2016-05-10
Wild Mission 68,Tv show,Sci-Fi,2006.0,5 Seasons,8.4,Denmark,25/09/2016
Secret 69,TV Show,Family,2020.0,   ,4.4,Poland,2020-03-22
Blood Rise 70,Movie,Adventure,2014.0,94 min,13.119039137203695,   ,2015-09-22
Wild Rise 71,TV Show,Animation,1984.0,2 Seasons,4.7,,2021-09-30
Blood Tales 72,Movie,,1983.0,,4.8,,2020-12-10
Broken War 73,Movie,,2000.0,,8.8,USA,
Last Truth 74,Movie,,1856.0,unknown,6.0,UK,2015-09-03
   ,Movie,Documentary,   ,159 min,8.6,Colombia,2025-06-05
Legend 76,TV Show,Comedy,2008.0,6 Seasons,,,2021-07-25
Adventures 77,Movie,,,,,Sweden,2023-08-29
Silent Rise 78  ,Movie,Romance,1982.0,   ,4.3,Argentina,   
Truth 79  ,Movie,,2015.0,67 min,3.8,USA,2030-05-15
Dark Journey 80,Movie,Adventure,1996.0,172 min,5.2,Spain,2023-07-14
Journey 81,tv show,Animation,   ,2 Seasons,6.6,,2023-10-25
Life 82,Movie,Fantasy,,132 min,4.8,,2025-02-23
Dark Lies 83,Movie,Comedy,   ,71 min,7.0,Brazil,2017-12-10
Midnight Secret 84,TV Show,,2014.0,3 Seasons,   ,Australia,2023-10-23
A Rise 85,TV Show,   ,2000.0,8Seasons,,Poland,2017-12-19
Forgotten Justice 86,Movie,COMEDY,1981.0,72 min,5.4,Australia,2023-12-10
Shadow Mission 87,MOVIE,Animation,1990.0,114 min,,Turkey,2025-09-03
Night 88,TV Show,Horror,2017.0,10 Seasons,,,2019-07-26
Last Awakening 89,TV Show,Sci-Fi,,,8.7,,2018-07-23
First End 90,TV Show,Mystery,2010.0,7 Seasons,8.5,UK,2023-12-07
Revenge 91,TV Show,Thriller,1998.0,,6.8,USA,2016-07-07
,TV Show,Family,2008.0,7 Seasons,5.9,South Korea,2018-05-30
Shadow Beginning 93,TV Show,Music,1992.0,3 Seasons,4.8,,2022-02-06
Lies 94,TV Show,Action,2000.0,7 Seasons,7.2,Canada,2024-04-15
,Movie,Music,2016.0,   ,,,2020-12-04
Shadow Fall 96,Movie,  Thriller  ,,-12 min,3.7,  Thailand  ,2021-04-11
,Movie,Music,2007.0,171 min,,South Africa,2016-06-24
The Beginning 98,Movie,Fantasy,1994.0,121 min,4.4,Turkey,2019-10-13
  Perfect Story 99,TV Show,,2006.0,8 Seasons,7.8,India,2018-12-22
Legend,TV Show,   ,1983.0,,,Canada,2016-07-05
Lost Justice 1,TV Show,,2017.0,7 Seasons,3.7,Brazil,2017-04-01
Hidden Lies 2,TV Show,Adventure,1982.0,1 Season,8.4,Brazil,2018-02-20
Forgotten Justice 3,Movie,Animation,   ,161 min,,Australia,2017-05-25
Midnight Chronicles 4,TV Show,Sci-Fi,1990.0,4 Seasons,5.9,Turkey,2015-08-26
Wild Justice 5,Movie,Family,2015.0,67 min,,Italy,2018-06-09
Tales 6,Movie,War,2006.0,189 min,9.1,  Spain,2015-06-25
Midnight Day 7,Movie,,2042.0,173 min,6.9,Sweden,2019-04-26
Hidden Mystery 8,TV Show,Mystery,2014.0,2 Seasons,4.1,Argentina,2024-10-23
Forgotten Adventures 9,Movie,   ,1984.0,192 min,   ,Brazil,
Blood Mystery 10,TV SHOW,Music,1995.0,1 Season,0,,2016-06-05
Beginning 11,Movie,  music  ,2000.0,77 min,4.5,,2018-11-25
War 12,Movie,,2004.0,159 min,6.3,,2023-03-25
Wild Game 13,Movie,Family,2009.0,64 min,7.7,Denmark,2022-07-29
First War 14,Movie,Documentary,,84 min,5.7,Japan,2016-08-16
Game 15  ,TV Show,Comedy  ,,,8.1,Italy,2021-04-28
,Movie,Comedy,1986.0,198 min,4.8,Turkey,2019-02-27
Silent Return 17,TV Show,Horror,2018.0,,14.447736302326753,JAPAN,
Blood Mystery 18  ,TV Show,Action,1982.0,2 Seasons,5.5,Canada  ,2021-08-24
  Dark Soul 19,TV Show,Action,2020.0,5 Seasons,8.7,,2025-03-31
Dark Legend 20,Movie,Drama,1987.0,199 min,7.8,Australia,2015-12-18
The Tales 21,TV Show,,2000.0,10 Seasons,9.4,South Africa,2015-02-28
Wild Truth 22,Movie,Romance,1997.0,145 min,   ,,2025-13-45
Revenge 23,Movie,Romance  ,1989.0,176 min,6.5,Colombia,   
Dream 24,Movie,Adventure,,125 min,6.0,India,2016-10-16
Deadly Truth 25,TV SHOW,Animation  ,,1 Season,6.4,Italy,2018-03-15
Love 26,Movie,Drama,2019.0,164 min,4.4,Denmark,2023-02-07
Wild Death 27,Movie,WAR,2008.0,99 min,4.7,  Thailand,2025-05-31
Secret 28,Movie,Family,,,-1.6421021069962956,   ,2022-06-23
Last Chronicles 29,Movie,Family,2015.0,,,Japan,2024-06-12
Code 30,Movie,Animation,2011.0,,,,2016-02-25
Dark End 31,TV Show,Horror,1985.0,5 Seasons,,  Mexico  ,2019-02-14
Shadow Story 32,Movie,Comedy,1998.0,,7.0,,2018-03-06
Hidden Justice 33,TV Show,History,2010.0,6 Seasons,7.2,South Africa,2018-04-20
War 34,TV Show,Drama,2012.0,1 Season,,Brazil,2020-02-01
Deadly Story 35,TV Show,Drama,1983.0,8 Seasons,-0.14192914406258894,Argentina  ,2021-12-17
Heart 36,Movie,Romance,1990.0,174 min,,Colombia,2023-01-04
Broken Rise 37,Movie,Documentary,1985.0,   ,6.5,,2022-11-26
A Night 38,Movie,,1871,71 min,3.5,JAPAN,2021-06-11
Hidden Beginning 39,Movie,War,2016.0,105 min,9.0,Poland,2018-09-28
Day 40,TV SHOW,,2025.0,,3.6,Japan,
Deadly Life 41,Movie,Drama,2010.0,69 min,8.2,Argentina,2020-11-02
The Dream 42,TV Show,,1996.0,1 Season,4.9,Turkey,2015-10-18
First End 43,TV Show,Animation,1983.0,10 Seasons,,Netherlands,2022-10-29
Forgotten Lies 44,Movie,Comedy,1994.0,,6.2,Netherlands,2021-02-01
Dark Chronicles 45,TV Show,Crime,2017.0,9 Seasons,6.8,Egypt,2018-07-27
  Forgotten Mystery 46  ,Movie,Crime,2024.0,   ,0.0,,2022-10-18
Last Fall 47,Movie,Family,1991.0,98 min,9.4,South Africa,2025-01-25
Midnight Journey 48,TV Show,,1989.0,10 Seasons,   ,India,2015-01-26
  Lost Revenge 49  ,TV Show,Drama,1985.0,9 Seasons,,,2016-04-15
War 50,Movie,Animation,,93 min,8.9,USA,2016-11-01
Broken Justice 51,Movie,  Music  ,   ,,9.0,,2015-03-22
Secret Story 52,Movie,History,2010.0,169 min,,UK  ,2020-11-19
Dream 53,Movie,,1995.0,69 min,8.0,,2017-04-23
Lies 54,TV Show,Sci-Fi,1987.0,3 Seasons,3.5,Mexico,2020-10-08
Wild Day 55,TV Show,  Documentary  ,2018.0,3 Seasons,7.1,India,Invalid Date
Hidden Beginning 56,TV Show,Thriller,   ,1 Season,   ,,2025-07-21
Perfect Night 57,TV Show,Romance,2015.0,5 Seasons,3.6,,2016-12-01
Silent Day 58,Movie,Comedy,1982.0,,3.6,,2016-02-06
Day 59,Movie,Adventure,2008.0,115 min,9.1,Egypt,2025-08-11
   ,Movie,,1982.0,   ,5.2,denmark  ,2015-10-07
Midnight Beginning 61,TV Show,Horror,1989.0,9 Seasons,6.9,Japan,2019-08-09
   ,TV Show,,2033.0,6 Seasons,4.6,Spain,2025-02-19
Perfect Justice 63,TV Show,  Crime  ,2011.0,2 Seasons,8.0,Italy,2017-03-10
   ,Movie,   ,2000.0,105 min,,Colombia,
Broken Heart 65,Movie,   ,1985.0,82min,5.6,Canada,2020-07-19
   ,TV Show,Thriller,2023.0,3Seasons,-1.992346209094716,Australia,2015-03-05
Last Life 67,Movie,Crime,2011.0,176 min,13.673940401196194,Sweden,2024-11-13
   ,TV Show,Family,2023.0,1 Season,8.7,UK  ,2016-04-29
Shadow Dream 69,Movie,Fantasy,2007.0,94 min,,,
Broken Journey 70,Movie,Family,1983.0,174 min,7.7,Japan,2019-06-22
,TV SHOW,Action,2009.0,,5.1,MEXICO,2023-09-03
A Day 72,Movie,,2021.0,100 min,   ,Poland,2023-12-04
Blood Rise 73,tv show,Family,2023.0,   ,,,2024-02-16
Code 74,TV Show,history,1996.0,7 Seasons,,Poland,2019-02-02
First Beginning 75,Movie,Action,,74 min,,Australia,2017-10-25
  Lost Justice 76  ,TV Show,,2018.0,5 Seasons,9.3,MEXICO,2016-05-07
Lost Lies 77,Movie,   ,1989.0,unknown,4.2,Canada,2020-11-16
Dark Justice 78,Movie,   ,1980.0,119 min,9.0,Australia,2017-09-03
,TV Show,  Music  ,2010.0,2 Seasons,7.5,,2022-07-17
  Broken Life 80  ,Movie,Mystery,2011.0,97 min,5.1,Mexico,2030-05-15
Shadow Return 81,Movie,,1999.0,155 min,3.7,Brazil  ,
The Mission 82,TV Show,War,2039,   ,,Netherlands,2020-10-09
Blood Day 83,Movie,Sci-Fi,2016.0,187 min,9.1,  Thailand,2018-01-21
Final Revenge 84,TV Show,Horror  ,2004.0,,6.5,Sweden,2016-06-25
Blood Truth 85,TV Show,Music,   ,7 Seasons,,,2021-11-14
