işlem_id,müşteri_id,işlem_tarihi,işlem_saati,tutar,para_birimi,işlem_tipi,kanal,cihaz,ip_adresi,konum_il,kart_türü,merchant_kategori,fraud_etiket
TRX9666620576,C9047678800,10-02-2025,23:01:27,74.06,TRY,Havale/EFT,,Android Tablet,133.53.205.252,Antalya,,Yemek,0
TRX3591448889,C3211413975,2025-11-30,16:07:34,48.19,TRY,Para Çekme,Mobil Uygulama,Samsung S23,207.239.21.246,Bursa,Kredi Kartı,Elektronik,0
TRX5811985002,C5621663141,22/03/2025,12:06:35,"231,10",TRY,Para Yatırma,Web,Xiaomi Mi 11,181.191.125.138,Bursa,Kredi Kartı,Kuyumcu,0
TRX9864283114,C1499402693,2025-09-03,12:41:05,"117,27",USD,Alışveriş,Mobil Uygulama,Huawei P40,6.37.129.16,İstanbul,Kredi Kartı,Kuyumcu,0
TRX6005225401,C3344823681,2024-05-02,22:43:21,23.11,TRY,Para Çekme,ATM,iPhone 13,78.228.165.5,Antalya,Kredi Kartı,E-Ticaret,0
TRX5282230735,C5523550795,2024-07-13,,198.84,TRY,Fatura Ödeme,,iPhone 13,198.11.113.76,Kayseri,Kredi Kartı,Akaryakıt,0
TRX3133876529,C2767562278,01-12-2024,11:09:42,31.05,TRY,Alışveriş,Web,MacBook,103.208.107.226,Balıkesir,Sanal Kart,Market,0
TRX0070470137,C2645061703,2025-11-19,21:40:11,125.43,TRY,Para Yatırma,ATM,Android Tablet,95.169.10.238,,Kredi Kartı,Seyahat,0
TRX8192357706,C2483413503,2025-04-30,00:59:37,63.83,,Havale/EFT,Mobil Uygulama,Android Tablet,114.21.135.243,Balıkesir,Banka Kartı,Kuyumcu,0
TRX0974130905,C1064351893,2024-06-10,00:28:36,68.07,TRY,Havale/EFT,Mobil Uygulama,Samsung S21,,Samsun,Sanal Kart,Abonelik,0
TRX9064081612,C2575816693,2025-11-05,08:15:35,110.08,TRY,Para Yatırma,Web,,,Trabzon,Banka Kartı,Abonelik,0
TRX9393449237,C0291645470,2025-04-16,13:05:14,13.18,,Havale/EFT,POS,Huawei P40,130.53.122.137,Gaziantep,Kredi Kartı,Kuyumcu,0
TRX5466800476,C2893085712,2024-11-15,,,TRY,Alışveriş,,MacBook,187.104.180.80,Şanlıurfa,Kredi Kartı,Giyim,0
TRX1085111406,C3438001273,2024-10-19,13:59:21,144.16,TRY,Alışveriş,POS,Xiaomi Mi 11,61.116.154.236,,Kredi Kartı,Eğlence,1
TRX7236002367,C7960201257,2025-06-16,19:16:28,51.17,TRY,Alışveriş,Web,Windows PC,26.86.124.60,,Kredi Kartı,E-Ticaret,0
TRX0330313700,C2649988074,2025-11-02,14:17:46,43.23,TRY,Alışveriş,Mobil Uygulama,Samsung S23,,G.Antep,Kredi Kartı,E-Ticaret,0
TRX1638403859,C2033038197,2025-01-17,20:32:53,98.21,EUR,Para Çekme,Web,iPhone 13,219.226.85.21,Gaziantep,,Yemek,0
TRX4532572331,C3291439573,2025/10/05,14:13:18,295.48,TRY,Alışveriş,Mobil Uygulama,,156.39.40.46,Antalya,Kredi Kartı,Kuyumcu,0
TRX8760519232,C4067784944,2025-06-22,21:43:36,46.48,TRY,Para Yatırma,Mobil Uygulama,Android Tablet,227.152.111.137,Kayseri,Kredi Kartı,Akaryakıt ,0
TRX5645004375,C7699564361,2024-02-26,06:32:41,111.48,TRY,Para Çekme,Web,Android Tablet,56.83.171.11,Kocaeli,Kredi Kartı,Akaryakıt,1
TRX5265223818,C3523045907,2025-08-24,05:21:37,62.52,TRY,Alışveriş,Web,Samsung S23,194.120.125,Antalya,Kredi Kartı,Seyahat,0
TRX6281110511,C4776882201,2025-03-03,03:20:36,161.04,TRY,Para Yatırma,Web,Android Tablet,236.1.183.74,Bursa,Kredi Kartı,Sağlık,0
TRX8587747083,C3006940677,2025-02-08,17:41:11,47.0,TRY,Alışveriş,Web,Xiaomi Mi 11,98.118.37.48,Manisa,Kredi Kartı,Giyim,0
TRX3419441386,C4150023635,2025-04-11,20:11:07,49.16,TRY,Alışveriş,Mobil Uygulama,iPhone 13,,Manisa,Ön Ödemeli,Yemek,0
TRX3303787073,C3064938535,2024-02-16,11:47:06,47.08 TL,TRY,Alışveriş,POS,Huawei P40,163.45.231.179,Eskişehir,Kredi Kartı,Sağlık,0
TRX1796069209,C1921414567,22/11/2025,19:20:28,,TRY,Para Çekme,Çağrı Merkezi,Samsung S21,115.42.xx.107,Tekirdağ,Sanal Kart,Abonelik,0
TRX3784454910,C9650685601,2025-10-29,02:42:12,71.92,TRY,Havale/EFT,Web,Xiaomi Mi 11,66.228.32.66,Antalya,Kredi Kartı,Giyim,0
TRX0314247435,C0336622692,,08:17:12,,TRY,Para Çekme,Mobil Uygulama,Samsung S21,123.52.228.4,Antalya,Banka Kartı,Seyahat,0
TRX0367745404,C9503986310,2025-04-02,13:46:11,-26.49,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,134.73.168.2,Konya,Sanal Kart,E-Ticaret,0
TRX7843687130,C7427734141,2024-07-01,,37.07,TRY,Alışveriş,Web,Android Tablet,,Şanlıurfa,Sanal Kart,Abonelik,0
TRX5856516133,C7883029167,,00:03:36,117.93,TRY,Alışveriş,Mobil Uygulama,Windows PC,41.3.169.205,Ankara,,Seyahat,0
TRX6256510036,C5791265711,02.08.2024,08:44:09,"24,08",TRY,Alışveriş,Web,Huawei P40,223.233.137.58,Mersin,Banka Kartı,Giyim,0
TRX0392985893,C3533807318,2025-01-23,16:40:57,,TRY,Para Çekme,Mobil Uygulama,Samsung S21,65.23.70.149,Bursa,Kredi Kartı,Eğlence,0
TRX5173734676,C4144723705,2025-09-02,,36.36,TRY,Alışveriş,,iPhone 13,230.24.177.13,,Kredi Kartı,E-Ticaret,0
TRX3832762294,C4944027861,2024-05-12,18:07:34,,TRY,Alışveriş,Web,Android Tablet,162.29.43.84,Balıkesir,Banka Kartı,Sağlık,0
TRX3279625771,C8634500490,,20:16:15,45.47,TRY,Alışveriş,ATM,Android Tablet,135.196.115.61,Konya,Sanal Kart,,0
TRX5312782010,C8090038529,2025-01-05,17:00:36,31.0,TRY,Alışveriş,Mobil Uygulama,Windows PC,204.76.135.172,Balıkesir,Banka Kartı,Yemek,0
TRX0114631236,C4210753809,2025-12-09,15:13:35,216.22,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S23,76.232.23.241,Samsun,Kredi Kartı,Akaryakıt,0
TRX0258816007,C5739713290,2025-02-13,08:59:02,18.53 TL,TRY,,Mobil Uygulama,MacBook,109.243.159.45,Tekirdağ,Ön Ödemeli,Seyahat,0
TRX3857554394,C6008484980,2024-09-16,20:24:34,,TRY,Alışveriş,POS,MacBook,177.25.123.71,Konya,Kredi Kartı,Yemek,0
TRX7629686911,C2757983948,2024/10/19,10:19:11,229.68,TRY,Havale/EFT,Mobil Uygulama,iPhone 13,196.183.91.224,Kayseri,Kredi Kartı,Sağlık,0
TRX5469484757,C0233729443,2024-08-19,13:56:44,70.21,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S21,84.168.146.107,Antalya,Kredi Kartı,E-Ticaret ,0
TRX6136946484,C9084262040,2024-04-23,16:10:50,,TRY,Fatura Ödeme,Mobil Uygulama,mac book,103.37.236.239,Kayseri,Sanal Kart,Eğlence,0
TRX8989616003,C8477400201,2025-06-25,14:37:11,279.58,TRY,Alışveriş,ATM,Android Tablet,34.102.25.56,Muğla,Kredi Kartı, E-Ticaret,0
TRX7569041094,C7466740210,2025-08-03,03:33:23,,TRY,Alışveriş,ATM,Samsung S23,,,Ön Ödemeli,Kuyumcu,0
TRX6435447822,C3516031740,2024-05-31,06:29:12,33.56,TRY,Alışveriş,ATM,iPhone 14 Pro,190.21.20.214,Ankara,Kredi Kartı,E-Ticaret,0
TRX3086239181,C9628395466,2024-12-13,04:36:41,197.93,,Alışveriş,,Samsung S23,100.181.187.129,Ankara,Kredi Kartı,Elektronik ,0
TRX9209983981,C3297053635,2025-07-27,12:34:55,115.08,TRY,Havale/EFT,ATM,iPhone 14 Pro,96.126.96.20,,Kredi Kartı,,0
TRX9314975561,C1454135850,2025-06-17,17:39:01,65.33,TRY,Para Çekme,Mobil Uygulama,Android Tablet,130.71.172.229,İstanbul,Kredi Kartı,Market,0
TRX2345738333,C5647768445,2024-03-01,,43.54,TRY,Para Yatırma,Mobil Uygulama,iPhone 14 Pro,211.186.246.161,Konya,Banka Kartı,,0
TRX7918547552,C2449118342,2024/02/05,03:18:55,68.87,USD,,Mobil Uygulama,MacBook,207.204.28.188,Gaziantep,Kredi Kartı,Eğlence,0
TRX2153172454,C0339628588,24/02/2024,07:47:11,"356,44",TRY,Fatura Ödeme,ATM,iPhone 14 Pro,237.197.209.106,Samsun,Banka Kartı,Kuyumcu,0
TRX1183350891,C7031756223,2025-01-19,13:35:08,72.25,TRY,Alışveriş,Mobil Uygulama,,39.249.247.13,Adana,,Kuyumcu,0
TRX9563762565,C3708157230,,23:50:33,527.39,TRY,Fatura Ödeme,Web,iPhone 13,77.212.119.119,İstanbul,Kredi Kartı,Abonelik,0
TRX5925081406,C0828494951,2024-02-26,03:46:14,,TRY,,,Samsung S23,222.141.141.161,,Kredi Kartı,Seyahat,0
TRX1444700123,C1438988295,2025-06-18,00:34:47,103.0,USD,Alışveriş,Mobil Uygulama,iPhone 13,66.171.207.166,Diyarbakır,Banka Kartı,Seyahat,0
TRX5371311125,C2758792441,,09:06:25,65.13,TRY,Havale/EFT,Web,Android Tablet,214.55.6.86,Bursa,Kredi Kartı,,0
TRX6451900893,C8887105017,,03:04:13,208.62,TRY,Havale/EFT,Mobil Uygulama,Xioami,209.19.135.10,Antalya,Ön Ödemeli,E-Ticaret,0
TRX2999298307,C7472529283,2025-03-18,11:30:58,80.78,TRY,Alışveriş,POS,MacBook,17.177.98.191,Bursa,Kredi Kartı,KUYUMCU,0
TRX9208392075,C7411279800,,21:43:01,115.4,EUR,Para Çekme,Mobil Uygulama,Windows PC,239.235.169.110,Ankara,Kredi Kartı,Yemek,0
TRX4220853064,C8057038884,2024-12-09,20:39:20,135.48 TL,USD,Alışveriş,Mobil Uygulama,MacBook,227.71.51.71,Kocaeli,Sanal Kart,Elektronik,0
TRX0553419888,C6442823309,2024-07-21,21:23:58,-57.81,TRY,Alışveriş,Web,iPhone 14 Pro,190.50.90.141,Samsun,Banka Kartı,Kuyumcu,0
TRX6731642049,C5030264983,2026-01-11,09:26:50,"45,66",TRY,Alışveriş,Mobil Uygulama,Android Tablet,65.191.182.93,Kocaeli,Kredi Kartı,Abonelik,0
TRX3285960840,C4729928449,2025-02-01,19:33:51,31.45,TRY,Alışveriş,Mobil Uygulama,iPhone 13,166.177.111.208,Diyarbakır,Kredi Kartı,Kuyumcu,0
TRX3796663411,C0712403216,2024-09-05,13:51:28,"32,64",USD,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,22.107.87.94,Eskişehir,Kredi Kartı,Sağlık,0
TRX5902612615,C1189538073,2025-05-05,19:39:48,180.85,TRY,Havale/EFT,Mobil Uygulama,Samsung S21,6.28.58.165,Kony,Banka Kartı,E-Ticaret,0
TRX9743980443,C1499562572,2024-11-18,04:42:25,32.84,TRY,Havale/EFT,POS,iPhone 13,205.198.61.127,,,Market,0
TRX1181524031,C5256748877,2025-07-23,16:12:10,243.28,TRY,Alışveriş,Web,MacBook,170.15.167.2,Adn,Kredi Kartı,,0
TRX9927258752,C4703899567,2025-07-15,13:08:27,58.73,TRY,Alışveriş,Mobil Uygulama,Windows PC,101.57.123.176,Ankara,Kredi Kartı,,0
TRX3865919403,C2197122543,2024-01-15,13:49:56,72.45,TRY,,Mobil Uygulama,Windows PC,63.81.130.123,Samsun,Kredi Kartı,E-Ticaret,0
TRX4758388416,C1368062769,2025-02-04,,73.47,TRY,Alışveriş,Mobil Uygulama,,84.12.51.85,Eskişehir,Kredi Kartı,Giyim,0
TRX3826795866,C0877832220,13.10.2025,20:14:07,124.25,USD,Alışveriş,Mobil Uygulama,Samsung S21,1.198.79.161,Şanlıurfa,Kredi Kartı,Elektronik,0
TRX9922797815,C1988169627,2025-05-16,11:32:03,22.21,TRY,Havale/EFT,Mobil Uygulama,MacBook,50.240.176.232,Diyarbakır,Kredi Kartı,Akaryakıt,0
TRX9777827318,C8651459233,2025-07-02,15:05:23,101.92,TRY,,Çağrı Merkezi,MacBook,17.92.57.196,Bursa,Kredi Kartı,Akaryakıt,0
TRX0278827610,C0561538440,13/01/2026,20:10:09,66.85,TRY,Havale/EFT,,iPhone 13,3.232.234.240,,Banka Kartı,Kuyumcu,0
TRX3792779411,C1923489608,2024-09-18,20:05:15,8.6,TRY,Fatura Ödeme,Çağrı Merkezi,iPhone 13,230.176.229.189,İstanbul,Banka Kartı,Market,0
TRX3348550562,C2156829739,2025-06-14,19:21:28,96.2,TRY,Havale/EFT,ATM,Huawei P40,,Gaziantep,Sanal Kart,Giyim,0
TRX2324448851,C2193856047,2024-01-23,09:32:13,124.05,TRY,Havale/EFT,POS,Samsung S23,185.62.139.216,Manisa,Kredi Kartı,Seyahat ,0
TRX9080314811,C7959165694,2024-04-24,15:27:01,57.86 TL,TRY,Alışveriş,POS,Windows PC,130.201.222.72,Gaziantep,Kredi Kartı,Sağlık,0
TRX8172359205,C7737459045,2025-06-15,09:41:38,51.28,TRY,Alışveriş,POS,,211.131.10.53,Kocaeli,Kredi Kartı,Elektronik,0
TRX1590883433,C2970408430,2024-06-08,23:29:30,55.24,USD,,Web,Android Tablet,213.21.186.160,Şanlıurfa,Kredi Kartı,Market,0
TRX0853862727,C4906699148,2025-08-22,23:15:43,29.2,TRY,Para Çekme,Mobil Uygulama,iPhone 14 Pro,17.94.158.65,İstanbul,Kredi Kartı,,0
TRX7553955433,C6144454239,2025-10-24,16:12:18,256.61,TRY,Havale/EFT,POS,iPhone 14 Pro,246.29.220.105,Gaziantep,Kredi Kartı,Giyim,0
TRX8731177099,C3314867463,2025-11-12,13:43:32,205.21,TRY,Alışveriş,Web,,143.163.103.79,İzmir,Banka Kartı,,0
TRX2748164254,C1026938142,2024-02-06,23:03:18,,TRY,İade,POS,iPhone 13,59.160.253.237,Tekirdağ,Kredi Kartı,Market,0
TRX0336827472,C2068818568,2024-09-04,15:20:04,173.58,TRY,Para Yatırma,POS,MacBook,86.135.253.201,Eskişehir,Kredi Kartı,Abonelik,0
TRX5643929776,C0568116899,2025-01-22,19:31:08,272.3,,Alışveriş,Mobil Uygulama,iPhone 14 Pro,227.133.117.69,İzmir,Kredi Kartı,Sağlık,0
TRX3085376446,C9511348058,2024-01-13,08:18:47,"197,13",TRY,Para Çekme,Mobil Uygulama,,54.27.110.7,Adn,Banka Kartı,Elektronik,0
TRX8344029684,C8037597995,,22:22:26,62.04,,Alışveriş,Web,Huawei P40,,Ankara,Kredi Kartı,Kuyumcu,0
TRX3493537645,C9797626371,2026/01/05,15:02:04,318.75,,Alışveriş,POS,Huawei P40,218.65.200.14,Antalya,,Abonelik,0
TRX8422600399,C3633009791,,,98.84,USD,Alışveriş,Mobil Uygulama,Windows PC,206.77.19.155,Bursaa,Banka Kartı,E-Ticaret,0
TRX4089258746,C8553674655,2024-07-30,12:22:48,179.51,TRY,Alışveriş,Mobil Uygulama,Samsung S21,150.230.17.172,Mersin,Sanal Kart,Eğlence,0
TRX9108056937,C2850705655,2024-03-29,05:18:49,211.82,TRY,Havale/EFT,Mobil Uygulama,Android Tablet,125.152.226.172,Adana,Kredi Kartı,Sağlık,0
TRX1817003238,C3899049208,2025-09-21,09:42:55,45.25,,Havale/EFT,,Huawei P40,123.98.245.144,Kocaeli,Kredi Kartı,Seyahat,0
TRX5653148159,C7796214466,2025-07-18,19:37:16,47.24,TRY,Havale/EFT,Web,Xiaomi Mi 11,245.12.90.94,,Sanal Kart,Abonelik,0
TRX1732929557,C7241386431,2025-12-21,18:39:18,113.65,TRY,Para Çekme,POS,Xioami,40.11.153.10,Kayseri,,Giyim,0
TRX0690007564,C4977165935,2024-10-18,08:46:27,,TRY,İade,POS,Samsung S21,3.92.112.225,Gaziantep,Kredi Kartı, Abonelik,0
TRX8474980772,C2221987555,2024-05-08,16:35:52,"59,21",TRY,Alışveriş,Mobil Uygulama,iPhone 13,,,Ön Ödemeli,Seyahat,0
TRX9932694037,C2949704520,2025-11-17,07:14:41,349.03,TRY,Para Çekme,POS,MacBook,54.164.64.203,Şanlıurfa,Banka Kartı,Elektronik,0
TRX5615756195,C9877123921,2024-03-23,17:52:03,60.9,TRY,Havale/EFT,Mobil Uygulama,Samsung S21,35.1.119.116,İzmir,Ön Ödemeli,Kuyumcu,0
TRX3219733809,C4458801110,2025-03-12,14:50:16,111.79,USD,Fatura Ödeme,Çağrı Merkezi,iPhone 14 Pro,21.142.63.98,Balıkesir,Ön Ödemeli,Eğlence,0
TRX4473960051,C2182230064,2024-12-25,19:01:37,230.35,TRY,Alışveriş,Web,iPhone 14 Pro,51.135.151.129,Gaziantep,Sanal Kart,Market,0
TRX6213398661,C7196677934,2025-02-22,01:44:29,71.34,TRY,Alışveriş,POS,Samsung S23,88.94.184.187,Muğla,Banka Kartı,Eğlence,0
TRX8704950401,C6914947222,02/11/2024,04:13:25,79.91,TRY,Para Çekme,POS,Windows PC,240.121.70.27,Şanlıurfa,Kredi Kartı,,0
TRX3611756841,C0531240263,2024-01-07,17:11:40,147.4,TRY,Alışveriş,POS,Huawei P40,220.163.242.23,Eskişehir,Kredi Kartı,Giyim,0
TRX0580710018,C5882449697,,,20.38,TRY,Alışveriş,Çağrı Merkezi,Huawei P40,184.4.30.132,Muğla,Kredi Kartı,,0
TRX4432744974,C5035144123,2024-07-09,02:40:39,83.75,TRY,,Web,Android Tablet,93.26.61.108,Gaziantep,Banka Kartı,Abonelik,0
TRX8032023000,C5037412868,2024-03-30,17:32:55,296.48,TRY,Havale/EFT,Web,,72.190.168.232,Bursa,Banka Kartı,,0
TRX4836601132,C3554885155,2024-11-10,02:02:52,65.31,TRY,Para Çekme,POS,iPhone 14 Pro,242.46.12.177,Kocaeli,,Abonelik,0
TRX6996900847,C9450724956,2024-08-09,17:32:30,32.08,TRY,,Mobil Uygulama,mac book,228.60.41.232,İstanbul,Sanal Kart,Abonelik,0
TRX7064340662,C8419445619,2025-07-05,03:22:49,127.89,TRY,,Mobil Uygulama,,57.194.216.199,Kayseri,Kredi Kartı,Eğlence,0
TRX8729098733,C5010782634,2024-10-02,00:33:43,63.6,TRY,Alışveriş,ATM,MacBook,218.21.230.245,Adana,Banka Kartı,Market,0
TRX9789447909,C0473495300,,23:32:32,122.1,TRY,İade,,MacBook,4.164.151.136,Bursa,Kredi Kartı, Sağlık,0
TRX4694752833,C0785929844,2025-01-04,13:40:00,18.81,TRY,Havale/EFT,POS,Windows PC,1.26.31.40,Ankara,Banka Kartı,,1
TRX6744891549,C8583146355,2025-10-11,00:55:55,77.04,TRY,,Mobil Uygulama,Samsung S23,103.217.73.195,Ankara,Kredi Kartı,Abonelik,0
TRX9229528610,C9595470629,2024-03-19,20:09:53,74.71,TRY,Para Yatırma,Mobil Uygulama,Android Tablet,124.219.189.126,Trabzon,,Giyim,0
TRX8389955442,C2782501658,,02:09:08,156.33,,Havale/EFT,Mobil Uygulama,Android Tablet,5.9.56.191,Diyarbakır,Kredi Kartı,Abonelik,0
TRX8724749610,C3512988850,2025-10-22,,164.68,TRY,Alışveriş,Web,MacBook,252.167.96.36,Manisa,Kredi Kartı,E-Ticaret,0
TRX9126464202,C7309585879,2024-09-03,06:06:51,54.06,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,245.226.225.174,Antalya ,Kredi Kartı,Market,0
TRX9165358377,C3791380333,2025-06-30,06:03:10,,TRY,Alışveriş,Web,Windows PC,248.151.240.127,Trabzon,Kredi Kartı,Akaryakıt,0
TRX5313877797,C2655319439,,,110.16,USD,Alışveriş,POS,iPhone 13,20.53.189.163,Muğla,Banka Kartı,Akaryakıt,0
TRX1451326107,C9103782590,,12:09:34,64.17,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,66.193.33.1,Samsun,Kredi Kartı,Yemek,0
TRX6558942373,C3869836257,2025-05-16,08:38:29,127.97,TRY,Fatura Ödeme,Mobil Uygulama,Huawei P40,70.171.9.18,Diyarbakır,Sanal Kart,Seyahat,0
TRX7070333397,C0054838782,05/07/2024,,67.78,TRY,Alışveriş,Çağrı Merkezi,Xiaomi Mi 11,224.53.123.119,Trabzon,Kredi Kartı,Eğlence,0
TRX2214997695,C2126179632,17/01/2025,,"67,71",TRY,Alışveriş,Mobil Uygulama,Huawei P40,130.69.11.247,Diyarbakır,Banka Kartı,Abonelik,0
TRX4759453858,C9197359042,2024-08-21,06:26:51,127.16,TRY,Havale/EFT,Mobil Uygulama,Win pc,62.30.212.211,Diyarbakır,Ön Ödemeli,E-Ticaret,0
TRX7457483339,C2820667103,2024-10-30,04:57:34,20.26,TRY,Para Çekme,Mobil Uygulama,Samsung S21,173.208.143.50,İzmir,Kredi Kartı,Market,0
TRX1221741628,C5635162208,2025-02-19,11:36:57,81.38,TRY,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,165.62.193.216,Tekirdağ,Banka Kartı,Giyim,0
TRX1265567053,C3337799885,,04:18:39,112.33,TRY,,Mobil Uygulama,Windows PC,171.211.116.149,Bursa,Kredi Kartı,E-Ticaret,0
TRX2643717880,C7153269263,2024-01-24,09:23:14,,TRY,,Mobil Uygulama,Samsung S21,,Trabzon,Kredi Kartı,Sağlık,0
TRX8355009571,C9020291912,2025-06-14,01:56:30,25.0,TRY,Para Çekme,POS,Windows PC,226.222.115.103,İstanbul,Banka Kartı,Market,0
TRX2660837503,C1056487798,2024-03-08,07:18:38,"42,45",TRY,Alışveriş,Web,Huawei P40,249.42.80.198,Manisa,Kredi Kartı,,0
TRX3467147936,C9509732428,2025-11-19,04:39:57,75.74,TRY,,Web,Samsung S21,192.120.7.220,Konya,Banka Kartı,Giyim,0
TRX0006898109,C0285708920,2025-05-04,06:02:56,143.76,TRY,Havale/EFT,Mobil Uygulama,Xiaomi Mi 11,112.60.196.110,Mersn,Kredi Kartı,Sağlık,0
TRX3363864200,C8528374343,2025-09-08,21:05:29,55.17,TRY,Alışveriş,POS,Samsung S23,157.35.127.91,İstanbul,Kredi Kartı,Eğlence,0
TRX7750501417,C4823378786,2024-12-25,00:52:16,172.36,TRY,Alışveriş,,iPhone 13,101.67.54.40,Kocaeli,Ön Ödemeli,Giyim,0
TRX5418580912,C5567031177,,10:52:43,53.61,TRY,Alışveriş,Mobil Uygulama,Huawei P40,144.184.200.235,Kayseri,Banka Kartı,Eğlence,0
TRX4565501467,C8841883487,2024-05-21,01:38:25,37.13,EUR,Havale/EFT,Mobil Uygulama,,124.187.24.183,Antalya,Kredi Kartı,Eğlence,0
TRX0644338430,C3819966936,2025-04-28,14:28:38,50.18,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S23,250.155.135.165,Trabzon,Kredi Kartı,,0
TRX0324153457,C8496652905,2024-08-24,14:55:12,43.78,TRY,Para Yatırma,Mobil Uygulama,MacBook,,Şanlıurfa,Kredi Kartı,Giyim,0
TRX5032222179,C0115346484,,06:34:49,168.9,TRY,İade,ATM,Samsung S21,219.17.221.79,İzmir,Kredi Kartı,Abonelik,0
TRX1901112437,C4255409222,,,75.26,TRY,Alışveriş,ATM,Windows PC,194.204.203.126,Balıkesir,Banka Kartı,Eğlence,0
TRX1810413330,C3996296970,,04:41:33,234.29,TRY,Para Yatırma,Web,Huawei P40,237.9.86.33,Balıkesir,,Giyim,0
TRX6883420397,C2913995100,2025-11-12,23:36:01,61.3,USD,Para Yatırma,Web,,151.100.246.81,Antalya,Sanal Kart,Elektronik,0
TRX1053967967,C8315796089,2024-01-06,11:13:10,109.27,USD,Alışveriş,POS,iPhone 14 Pro,169.172.17.139,Mersin,,Eğlence,0
TRX1520702420,C5161889259,2024-02-17,18:17:05,56.92,TRY,Alışveriş,Mobil Uygulama,Windows PC,32.79.30.253,Eskişehir,Banka Kartı,Elektronik,0
TRX7096183972,C5299661786,2024-09-29,01:38:17,149.55,TRY,Alışveriş,Web,Huawei P40,57.22.16.86,Kayseri,Sanal Kart,Kuyumcu,0
TRX0515101705,C0164553449,2025-02-20,19:38:08,429.33,TRY,Alışveriş,Mobil Uygulama,MacBook,,Bursaa,Ön Ödemeli,E-Ticaret,0
TRX5579484176,C3541282218,2025-10-23,22:37:49,40.23,TRY,Havale/EFT,POS,Win pc,222.135.22.233,Ankara,Kredi Kartı,,0
TRX8486004029,C5949162926,,05:25:53,230.83,TRY,,Mobil Uygulama,iPhone 14 Pro,223.185.140.179,İzmir,Ön Ödemeli,Yemek,0
TRX1281064093,C6743265948,2025-10-10,12:42:32,82.85,TRY,Havale/EFT,Mobil Uygulama,MacBook,230.38.151.237,Adana,Banka Kartı,Yemek,0
TRX7400011357,C8011167328,2025-07-09,20:54:57,164.5,TRY,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,154.199.54.114,Samsun,Sanal Kart,Seyahat,0
TRX3831104979,C0162638379,2025-06-24,06:16:16,36.92,TRY,Alışveriş,ATM,iPhone 13,47.93.189.13,Muğla,Kredi Kartı,Elektronik,0
TRX5532467762,C4350697995,,08:52:11,22.16,TRY,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,73.92.241.186,Trabzon,,Abonelik,0
TRX4612073165,C0131563134,2024-08-23,00:47:24,130.61,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,205.19.119.99,Mersin,Kredi Kartı,Kuyumcu,0
TRX2035674019,C9546043213,25.05.2025,03:12:57,100.16,TRY,Alışveriş,Mobil Uygulama,Samsung S21,58.55.176.27,Bursa,Kredi Kartı,Elektronik,0
TRX7161080567,C5308804708,2025-08-31,01:59:32,14.43,,Alışveriş,Web,Samsung S23,229.198.127.159,Tekirdağ,Kredi Kartı, Sağlık,1
TRX8799898633,C6219009968,2026-01-07,07:58:30,16.49,EUR,Alışveriş,Mobil Uygulama,iPhone 14 Pro,217.17.213.90,Trabzon,Kredi Kartı,Seyahat,0
TRX9690957709,C3690831500,2024-06-25,06:59:12,225.05,TRY,Alışveriş,POS,iPhone 14 Pro,171.238.42.5,Kayseri,Kredi Kartı,Yemek,0
TRX7554189303,C5370070967,2025-08-22,11:43:28,129.05,TRY,Alışveriş,ATM,iPhone 14 Pro,39.101.174.2,Muğla,Kredi Kartı,Sağlık,0
TRX8451970764,C6632021258,2024-06-19,04:12:04,36.04,TRY,Alışveriş,ATM,Samsung S21,179.101.7.138,Ankara,Kredi Kartı,Akaryakıt,0
TRX1890260587,C4196595201,2026-01-03,02:18:47,61.25,TRY,Alışveriş,Mobil Uygulama,Samsung S21,3.51.59.158,Adana,Sanal Kart,Kuyumcu,0
TRX1944222800,C3068096405,,11:49:48,46.66,TRY,Havale/EFT,Web,Android Tablet,96.28.50.39,Şanlıurfa,Banka Kartı,Elektronik,0
TRX6665552987,C1211090769,2025-10-28,22:27:24,101.5,TRY,Para Çekme,Mobil Uygulama,Samsung S21,,Adn,Banka Kartı,Elektronik,0
TRX4791548376,C5071867218,2025-03-11,12:32:28,140.34,EUR,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,2.169.34.56,Balıkesir,,Elektronik,0
TRX9051204374,C6951416278,2024-02-27,09:45:34,"210,82",TRY,Alışveriş,Mobil Uygulama,Huawei P40,117.210.199.56,Gaziantep,Kredi Kartı,Market,0
TRX5016191258,C2275899928,2024-09-24,03:50:07,,TRY,Alışveriş,Çağrı Merkezi,Xiaomi Mi 11,190.104.30.172,Konya,Kredi Kartı,Kuyumcu,0
TRX1759695947,C0559490659,2025-04-09,11:15:22,,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S23,103.153.177.195,İstanbul,Banka Kartı,Giyim,0
